locode,name,lat,lon
DESNE,Sehnde,52.3167,9.9333
DESNP,Stolpe,53.8667,13.5667
DESNR,Schnackenburg,53.0333,11.5667
DESOC,Stollhofen,48.75,8.0333
DESPD,Schopsdorf,52.2333,12.2167
DESPI,Spiekeroog,53.7667,7.7
DESPS,Schulper Neuensiel,54.2667,8.9333
DESQJ,Sesslach,50.1833,10.85
DESRA,Serrig,49.5833,6.5667
DESRI,Schweringen,52.75,9.1833
DESRP,Stockhausen-Illfurth,50.65,7.9833
DESSL,Hesselte,52.4167,7.3833
DESTA,Stade,53.6,9.4833
DESTB,Straubing,57.8833,19.0167
DESTD,Strande,-34.1167,18.8333
DESTL,Stralsund,57.8833,19.0167
DESTS,Stader Sand,53.6333,9.5167
DESWF,Schwaigern,49.15,9.0667
DESWQ,Schwanfeld,49.9167,10.1333
DESWS,Steinwiesen,50.3,11.4667
DESWT,Schwentinental,54.2667,10.2167
DESWW,Wedtlenstedt,52.2667,10.4167
DESWZ,Schwarzenbruck,49.35,11.25
DESXD,Ottendorf,49.9667,10.7167
DESXE,Seelbach,48.3167,7.95
DESZ8,Schozach,49.0667,9.2
DETAE,Tangermunde,52.55,11.95
DETAR,Taben,49.55,6.5833
DETBN,Trebbin,52.2167,13.2167
DETCN,Teuchern,51.1167,12.0167
DETEJ,Ballrechten,47.8667,7.7
DETER,Osterwald,52.1167,9.6167
DETGM,Thungersheim,49.8667,9.8333
DETHR,Thierhaupten,48.5667,10.9167
DETHU,Thune,52.3167,10.5
DETJE,Lutjenburg,54.3,10.6
DETKD,Treis-Karden,50.1833,7.3
DETLB,Strehla/Elbe,51.35,13.2167
DETLD,Bresteland,48.4,-4.4833
DETLT,Teltow,52.4,13.2667
DETMH,Torfmoorholle,50.1,11.8167
DETMM,Temmels,49.6833,6.4667
DETNR,Wittenberge,53.0167,11.75
DETOE,Tonning,59.4667,17.3833
DETOS,Tossens,53.5667,8.2833
DETRD,Osterronfeld,54.2833,9.7
DETRH,Trechtingshausen,50.0,7.8333
DETRT,Traben-Trarbach,44.75,14.75
DETSH,Albertshofen,59.55,10.0333
DETSU,Tiessau,53.1833,10.9833
DETTP,Platten,49.95,6.9667
DETWZ,Thallwitz,51.4333,12.6667
DEUBG,Bad Durrenberg,51.2833,12.05
DEUBT,Laubegast,51.0333,13.8333
DEUCK,Ueckermunde,53.7333,14.05
DEUDF,Braunsdorf,52.3667,13.95
DEUEB,Uberlingen,47.6667,12.1667
DEUEL,Uelzen,52.9667,10.55
DEUES,Uesen,53.0,9.0667
DEUH7,Udenheim,49.8667,8.1667
DEUHF,Suhrendorf,54.4667,13.1333
DEUKI,Neukieritzsch,51.1667,12.4333
DEULM,Ulm,48.4,10.0
DEULS,Mulsen,50.75,12.5667
DEUND,Gmund am Tegernsee,47.75,11.7333
DEUPS,Upschort,53.4667,7.7333
DEURR,Burladingen,48.2833,9.1167
DEUSD,Usedom,53.8667,13.9167
DEUSF,Budelsdorf,54.3,9.65
DEUTA,Lauta,50.6667,13.15
DEUTT,Schuttertal,48.2667,7.9667
DEV44,Vinn,51.4333,6.6333
DEVAR,Varel,53.4,8.1333
DEVBS,Vilsbiburg,48.45,12.35
DEVEJ,Vetschau,51.7833,14.0833
DEVEN,Venne,52.4,8.1667
DEVGF,Vilgertshofen,47.95,10.9167
DEVIU,Vienenburg,51.95,10.5667
DEVIW,Vierow,54.3,13.7833
DEVNA,Venhaus,52.35,7.45
DEVOC,Vockfey,53.2333,10.9333
DEVOL,Volkach,49.8667,10.2333
DEVRD,Voerde,60.35,-1.25
DEVRW,Viewrow,54.1167,13.5833
DEVTT,Vitte (Hiddensee),54.5667,13.1
DEVTZ,Vielitz,52.9333,13.0
DEVVH,Hohn,50.6167,7.9833
DEWAC,Westeraccumersiel,53.6667,7.4833
DEWAR,Warnemunde,54.1667,12.0833
DEWAZ,Wabern,51.1,9.3333
DEWB2,Willmersdorf,52.6667,13.6833
DEWE5,Wester-Ohrstedt,54.5167,9.1833
DEWEE,Weener,53.1667,7.35
DEWES,Wesel,51.6667,6.6167
DEWGQ,Wehingen,48.15,8.8
DEWHP,Wipperdorf,51.45,10.6667
DEWIB,Wiesbaden,47.6167,-2.9167
DEWIE,Wiesens,53.45,7.5833
DEWIF,Wischhafen,53.7833,9.3167
DEWIH,Wisch,53.7833,9.3167
DEWIM,Wimmer,52.3333,8.4333
DEWIT,Wittlage,52.3167,8.3667
DEWKE,Wankendorf,54.1167,10.2
DEWKK,Weikersheim,49.4833,9.9
DEWKZ,Wickrath,51.1333,6.4167
DEWLE,Walheim,49.0167,9.15
DEWLM,Walsum,51.5333,6.7
DEWMM,Wemmetsweiler,49.3667,7.0833
DEWNG,Weissenburg in Bayern,49.0333,10.9667
DEWNH,Windheim,52.4,9.0167
DEWNI,Winnweiler,49.5667,7.85
DEWNL,Wandersleben,50.9,10.85
DEWNT,Wedlenstedt,52.25,-10.4
DEWNU,Weissenthurm,50.4167,7.45
DEWOB,Wolfsburg,52.4333,10.8
DEWOG,Worringen,51.05,6.85
DEWRI,Wrist,53.9333,9.75
DEWRY,Wremen,59.4833,10.3667
DEWTA,Worth an der Donau,49.0,12.4
DEWTG,Wittenberg,53.0167,11.75
DEWTP,Waltrop,51.6333,7.4
DEWTU,Wittichenau,51.3833,14.25
DEWVN,Wilhelmshaven,53.5167,8.1333
DEWWH,Windsbach,49.25,10.8167
DEWWI,Weilerswist,50.7667,6.8333
DEXAX,Euerfeld,49.8167,10.1167
DEXFW,Finkenwerder,53.5333,9.85
DEXMP,Monheim,48.8333,10.8333
DEXRT,Herbertingen,48.0667,9.4333
DEXXX,RIS Inland waterways,-38.0,145.1167
DEXZS,Handeloh,53.25,9.8333
DEYSF,Seifhennersdorf,50.9333,14.6
DEYWX,Waxweiler,50.1,6.3667
DEZ4Z,Michelbach am Heuchelberg,49.0667,8.9333
DEZAI,Zaisertshofen,59.55,10.0333
DEZB4,Sulzberg,47.6667,10.35
DEZH8,Zehren,51.2,13.4
DEZHA,Zahna,51.9167,12.7833
DEZHD,Zehdenick,52.9667,13.3167
DEZIN,Zinnowitz,54.0667,13.9
DEZIS,Zingst,54.4333,12.6833
DEZIZ,Zaisenhausen,49.1,8.8167
DEZMU,Salzmunde,51.5333,11.8333
DEZRH,Zechlinerhutte,53.15,12.8833
DEZTH,Zeuthen,52.35,13.6333
DEZVE,Ihrlerstein,48.9333,115.3333
DEZZH,Zuzenhausen,49.2833,8.8167
DEZZL,Zellertal,49.6333,8.1333
DJDCT,Doraleh Container Terminal,11.6,44.6
DJDMJ,Damerjog,11.4833,43.1833
DJJIB,Djibouti,11.5833,43.1333
DJPOD,Djibouti,11.5833,43.1333
DKAAB,Abenra,55.0333,9.4333
DKAAR,Aarhus,56.15,10.2167
DKAGE,Allinge,55.2667,14.8
DKAK3,Akirkeby,55.0667,14.9333
DKANH,Anholt,52.5333,6.3333
DKARD,Arosund,55.25,9.7167
DKARK,Aroskobing,55.2667,9.75
DKARO,Aro,55.2667,9.75
DKASA,Asaa,57.15,10.4167
DKASK,Asko,60.6167,21.8833
DKASN,Assens,44.9,-0.5167
DKASV,Asnasvarkets Havn,58.2167,22.4
DKAVK,Avernak By,55.0333,10.2667
DKAVN,Avernakke Havn,55.3,10.7833
DKBAG,Bagenkop,50.9667,5.5
DKBAL,Ballen,55.8167,10.65
DKBBG,Bovlingbjerg,56.4333,8.2
DKBDX,Bandholm,58.9,-2.9
DKBGZ,Bogense,55.5667,10.0833
DKBLA,Blavand,55.55,8.1333
DKBLU,Baelum,56.8167,10.1
DKBOG,Bogo By,54.9333,12.05
DKBOS,Bojden,55.1,10.0833
DKBRB,Brabrand,44.75,14.75
DKCPH,Kobenhavn,55.6667,12.5833
DKCSO,Christianso Havn,55.3167,15.1833
DKDN6,Dannemare,54.75,11.2
DKDRA,Dragor,68.0333,16.0667
DKDYS,Dyssegard,55.7333,12.5333
DKEK4,Eskilstrup,55.85,11.6333
DKEND,Egernsund,58.45,6.0
DKENS,Enstedvarket Havn,55.0167,9.4333
DKEOT,Styrtom,55.0167,9.4333
DKFDH,Frederikshavn,59.4833,10.3667
DKFDS,Frederikssund,55.8333,12.0667
DKFDV,Frederiksvark,59.4833,10.3667
DKFER,Ferritslev,55.3,10.5833
DKFRC,Fredericia,59.4833,10.3667
DKFRK,Fovling,55.45,8.95
DKFUH,Fur,52.35,14.55
DKFYH,Fynshav,54.9667,9.9667
DKGDM,Gudhjem,55.2167,14.9667
DKGLY,Glyngore,59.4833,10.3667
DKGRE,Grenaa,59.4833,10.3667
DKGTS,Glatved Strand,56.3,105.3167
DKHAN,Hanstholm,58.9,-2.9
DKHAS,Hals,57.2667,-5.7167
DKHBA,Humlebak,55.9667,12.5167
DKHEJ,Hejls,55.3833,9.6
DKHHV,Hammerhavn,55.2833,14.75
DKHJ3,Hojby,55.3333,10.45
DKHJT,Hjerting,55.5167,8.3667
DKHLS,Helsingor,54.6,18.8
DKHSU,Hadsund,56.7167,10.1
DKHVS,Hvide Sande,55.9833,8.1333
DKHVT,Hellebak,56.0667,12.5667
DKHWO,Hov,55.9167,10.25
DKJEL,Jelling,55.75,9.4333
DKJUE,Juelsminde,55.7,10.0167
DKKAR,Karlslunde,55.5667,12.2167
DKKBG,Klintebjerg,55.4833,10.45
DKKBK,Karrebaksminde,55.1833,11.6667
DKKDM,Kollund Mole,54.3333,9.45
DKKGL,Kongsdal Harbour,56.7,10.0667
DKKHV,Knudshoved,55.9167,10.25
DKKK4,Abybro,57.15,9.75
DKKLH,Klintholm Havn,57.95,12.4667
DKKLP,Kleppen,56.5333,8.5833
DKKOK,Kolby Kas,55.8,10.55
DKKRA,Kragenas,44.2,0.6167
DKKRR,Korsor,49.9833,140.3333
DKKT4,Kettinge,54.7,11.75
DKKTP,Kastrup,36.1833,29.6333
DKLGR,Logstor,69.0167,15.1333
DKLHH,Lindholm Havn,55.2833,10.8
DKLIN,Lindo Havn,46.9667,-118.6
DKLUN,Lundeborg,55.1333,10.7833
DKMAS,Masnedo,54.9667,11.8833
DKMKH,Masnedovaerkets Havn/Vordingborg,54.9667,11.8833
DKMNS,Masnedsund,55.0,11.8667
DKMRR,Mariager,56.65,10.0
DKN3S,Nykobing Sjaelland,55.9167,11.6667
DKNBG,Nyborg,55.3,10.7833
DKNDB,"Nordby Havn, Fano",43.8333,13.0167
DKNGB,Nagbol,55.45,9.2833
DKNHN,Nordhavn,55.7,12.6
DKNR4,Nyrup,55.6,11.6667
DKNRE,Norre Aaby,59.4833,10.3667
DKNRS,Norresundby,59.4833,10.3667
DKNSD,Norre Snede,55.95,9.3833
DKNVD,Nastved,55.2333,11.7667
DKNYB,Nyborg Lystbadehavn,55.3,10.7833
DKNYF,Nykobing Falster,54.7667,11.8833
DKNYM,Nykobing Mors,56.7833,8.85
DKOMO,Omo,-33.8667,151.2167
DKOOT,Charlottenlund,50.7667,4.2667
DKORE,"Orehoved, Falster",55.9167,10.25
DKORO,Oro,-35.05,138.6167
DKOTB,Østerby Havn,57.3167,11.1333
DKRD4,Rude,56.0,10.2333
DKRDH,Rodvig Havn,55.25,12.3667
DKRDK,Rodekro,55.0667,9.3167
DKRKE,Roskilde,60.1667,5.4667
DKRMO,Romo,55.1333,8.5167
DKRNN,Ronne,50.55,3.4333
DKROD,Rodbyhavn,54.65,11.35
DKROF,Rodby,54.6833,11.3833
DKROR,Aalborg Portland Cementfabrikk,-35.8,174.3167
DKRYS,Ryslinge,55.25,10.55
DKSAE,Saby,57.3333,10.5333
DKSB2,Stroby,55.3833,12.3
DKSBK,Stubbekobing,54.8833,12.05
DKSD7,Sandved,55.2667,11.5333
DKSDA,Sydals,54.9,9.8833
DKSDO,Skaro/Drejo,55.2667,9.75
DKSF2,Store Fuglede,55.5833,11.25
DKSGD,Sonderborg,54.9,9.7833
DKSH6,Store Heddinge,55.3167,12.4167
DKSIT,Stigsnaes Inter Terminal,55.2,11.2333
DKSK3,Skodsborg,55.8167,12.5667
DKSKA,Skagen,44.2,0.6167
DKSKH,Skovshoved,55.7667,12.6
DKSL2,Sollested,55.3,10.05
DKSM6,Store Merlose,55.55,11.7167
DKSN2,Snertinge,55.0667,11.9167
DKSN7,Stensved,55.0,12.0333
DKSNO,Stryno,61.8833,6.7
DKSNY,Sundby/Mors,56.8667,8.6667
DKSTA,Stavning,55.9667,8.3833
DKSTG,Stignasvarkets Havn,58.2167,22.4
DKSTP,Stevns Pier,55.3167,12.45
DKSUE,Sundsore,59.4833,10.3667
DKSVA,Svaneke,55.1333,15.15
DKSVG,Sandvig,55.2833,14.7833
DKSVV,Stalvalsevarket,36.8,-98.65
DKTB4,Toreby,54.75,11.8
DKTED,Thisted,44.2667,14.7667
DKTJL,Tjele,56.5,9.6
DKTKB,Tikob,56.0167,12.4667
DKTMD,Torsminde,56.3667,8.1167
DKTN3,Tune,55.6,12.1833
DKTNO,Tuno,41.4667,12.6833
DKTRG,Torrig,54.9,11.3333
DKTRO,Troense,55.0333,10.65
DKTRS,Tars,63.6833,22.7833
DKTYB,Tyboron,59.4667,17.3833
DKUNX,Masnedsund Godningshamn,55.0,11.9167
DKVAE,Vallensbak,55.6333,12.35
DKVB2,Vejby,56.0667,12.15
DKVBN,Vordingborg Nordhavnen,55.0,11.9167
DKVBS,Vordingborg Sydhavnen,54.9833,11.8833
DKVES,"Vestero Havn, Laso",26.4333,-81.8167
DKVG4,Vaggerlose,54.7,11.9333
DKVK7,Vekso,55.75,12.25
DKVM2,Vemmelev,55.3667,11.2667
DKVOR,Vordingborg,55.0,11.9
DKVRE,Avedore,59.4833,10.3667
DKVT2,Vesterborg,54.85,11.2833
DMADM,Anse du Mai,15.6,-61.3833
DMBEL,Belfast,54.9833,-5.9167
DMPOR,Portsmouth,15.5667,-61.45
DMRSU,Roseau,60.1667,5.4667
DOAZU,Azua,18.45,-70.7333
DOBAN,Bani,18.2833,-70.3333
DOBAV,Bavaro,-18.7167,-68.45
DOBCC,Boca Chica,8.2167,-82.2167
DOBQL,Barcequillo,18.4333,-70.0333
DOBRX,Barahona,42.0833,19.0833
DOCAI,Catalina Island,18.3667,-69.0
DOCAL,Cayo Levantado,19.2,-69.3167
DOCAU,Caucedo,18.4167,-69.6333
DOCDC,Casa de Campo,18.4,-68.9
DOHAI,Rio Haina,43.45,-89.2333
DOHIG,Higuey,18.45,-70.2667
DOINA,Bajos de Haina,18.4167,-70.0333
DOMAN,Manzanillo,19.7,-71.75
DOOCO,Ocoa Bay,18.6167,-71.0833
DOPAL,Puerto Palenque,18.2333,-70.15
DOPOP,Puerto Plata,-10.7167,165.8
DOPUO,Puerto Libertador,29.9,-112.6667
DOPVA,Puerto Viejo de Azua,18.3333,-70.8333
DOSDQ,Santo Domingo,18.4667,-69.9
DOSFN,San Francisco de Macoris,19.3,-70.25
DOSNX,Sabana de la Mar,19.0667,-69.3833
DOSNZ,Sanchez,19.2333,-69.6167
DOSPM,San Pedro de Macoris,18.45,-69.3
DOSTI,Santiago de los Caballeros,37.1833,26.8
DOVAL,Villa Altagracia,18.6667,-70.1667
DZ2ON,Oran Dry Port,35.6833,-0.6333
DZAAE,Annaba (ex Bone),63.3167,12.5333
DZALG,Alger (Algiers),36.75,3.05
DZAZW,Arzew,35.8667,-0.3167
DZBHA,Bethioua,35.8,-0.2667
DZBSF,Benisaf,35.2833,-1.3833
DZCHE,Cherchell,36.6,2.2
DZCOL,Collo,37.0167,6.55
DZDEL,Dellys,36.9167,3.8833
DZDJI,Jijel (ex Djidjelli),51.2167,5.8
DZGHA,Ghardaia,32.4833,3.6667
DZGHZ,Ghazaouet,35.1,-1.85
DZKHE,Kherrata,36.4833,5.2667
DZMOS,Mostaganem,60.1667,5.4667
DZORN,Oran,35.6833,-0.6333
DZROU,Rouiba,36.7333,3.2833
DZTBS,Tebessa,35.4,8.1167
DZTEN,Tenes,36.5167,1.3167
DZTLM,Tlemcen,34.8667,-1.3
ECAYO,"Puerto Ayora, Isla Santa Cruz",-0.75,-90.3167
ECBAQ,Puerto Baquerizo Moreno,-0.9,-89.6
ECBHA,Bahia de Caraquez,-0.55,-80.5
ECBLI,Bartolome Island,-0.2833,-90.55
ECCAT,Caleta Tagus,-0.25,-91.3667
ECDUN,Duran,-2.2,-79.8333
ECEBL,Balao,-2.9,-79.8333
ECESM,Esmeraldas,0.9833,-79.7
ECESP,Espanola Island,-1.3833,-89.6833
ECFLO,Floreana Island,-1.3,-90.4333
ECGUA,Guayas,-0.9667,-79.55
ECGYE,Guayaquil,-2.1667,-79.9
ECLLD,La Libertad,-2.2333,-80.9
ECLPT,La Puntilla,-2.15,-79.8667
ECMEC,Manta,-0.95,-80.7333
ECOCC,Coca,-0.4833,-76.9667
ECPBG,Puerto Balao Grande,-2.9,-79.8333
ECPBO,Puerto Bolivar,-3.2667,-79.9833
ECPEG,Puerto Egas,-0.2333,-90.85
ECPEV,Puerto Nuevo,-2.2167,-79.9167
ECPSJ,Posorja,-2.7,-80.25
ECPUN,Puna,-2.7333,-79.9167
ECRAB,Rabida Island,-0.4167,-90.7
ECSLR,San Lorenzo,1.25,-78.8333
ECSNC,Salinas,-2.2167,-80.9667
ECSYM,Seymour,-0.4167,-90.2833
ECTEP,Tepre,59.4833,10.3667
ECVIL,"Puerto Villamil, Isla Isabela",-0.9333,-91.0167
ECZTL,Zapotal,-2.3167,-80.5333
EEABJ,Abaja Sadam,58.3667,22.0167
EEABR,Abruka,58.1667,22.5333
EEADV,Admirali Vaikesadam,58.5333,23.6833
EEAEN,Aegna,59.5667,24.75
EEAHO,Ahoi Joesadam,58.2167,22.3667
EEAKS,Alajoe Kalasadam,59.0,27.4333
EEASE,Aseri,59.45,26.8667
EEASV,Aseri Vaikesadam,59.45,26.8667
EEATL,Atla,58.3,21.9
EEBEK,Bekkeri,59.45,24.65
EEDIR,Dirhami,59.2167,23.5
EEEIS,Eisma,59.5667,26.3
EEHAA,Haapsalu,58.9333,23.5333
EEHII,Hiiessaare,59.0,22.85
EEHLD,Haldi,58.8,22.45
EEHLT,Heltermaa,58.8667,23.05
EEHRA,Hara Sadam,59.0833,23.5333
EEHRS,Hara Sadam,59.5833,25.6167
EEHUN,Hundipea,59.4667,24.7167
EEHVV,Haapsalu Veskiviigi,58.9667,23.5333
EEJAP,Japsi Kalasadam,58.3833,24.4833
EEJEP,Joe Paadisadam,58.3667,26.7333
EEJGP,Jaagupi,58.0333,24.4667
EEJHT,Juheta,58.3833,24.2833
EEJKR,Joekaaru,58.9833,27.1833
EEJOS,Narva Linnasadam,59.3833,28.2
EEKAK,Kakumae,59.45,24.6
EEKAL,Kalana,58.9167,22.05
EEKAM,Kalmakula Sadam,58.8833,26.9667
EEKAP,Karlova Paadisadam,58.3667,26.75
EEKAS,Kalasadam,59.45,24.75
EEKBN,Kaberneeme Sadam,59.5167,25.2833
EEKDL,Kardla,59.0,22.75
EEKDR,Kudrukula Sadam,59.45,29.0833
EEKEJ,Kesse-Jaani,58.6333,23.45
EEKEL,Kelvingi,59.55,24.8333
EEKGS,Koiguste,58.3667,22.9667
EEKGV,Koguva,58.6,23.0667
EEKHN,Kihnu,58.1333,24.0167
EEKII,Kiideva,58.7667,23.5333
EEKJK,Kalevi Jahtklubi,59.4667,24.8333
EEKKE,Kurkse,59.2667,24.0167
EEKKS,Kassari Sadam,58.7667,22.8333
EEKLD,Kaldu,58.45,23.2667
EEKLE,Kallaste,58.65,23.2667
EEKLK,Koljunuki,59.5,25.0833
EEKLL,Kallaste,58.65,27.15
EEKLN,Kelnase,59.6333,25.0167
EEKLR,Kallaste Rannasadam,58.6667,27.1667
EEKND,Kunda,59.5167,26.5333
EEKNG,Kungla,58.35,22.95
EEKOL,Kolkja,58.55,27.2167
EEKPA,Karepa Sadam,59.55,26.4167
EEKRG,Korgessaare,58.9667,22.4667
EEKSA,Karsa,58.25,22.7333
EEKSN,Kastna,58.3333,23.9167
EEKSP,Kaunispe,58.05,22.0667
EEKUG,Narva Kulgu Sadam,59.35,28.1667
EEKUI,Kuivastu,58.5667,23.3833
EEKUR,Kuressaare sadam,58.25,22.4667
EEKVI,Kaavi Paadisadam,57.9833,22.2
EEKVR,Kavaru,58.2667,24.1667
EELAN,Laane,58.5333,23.6833
EELAO,Lao,58.2333,24.1167
EELAT,Laatsa,58.1333,22.25
EELAU,Lautri,58.9167,22.0833
EELEN,Lennusadam,59.45,24.7333
EELEP,Leppneeme,59.5333,24.85
EELHK,Lehtma Kalurisadam,59.0667,22.7
EELHS,Lahesuu,59.45,24.7
EELHT,Lehtma,59.0667,22.7
EELIN,Lindi,58.3333,24.2833
EELIU,Liu,58.2833,24.2667
EELKS,Laaksaare,58.3333,27.4167
EELMA,Lomala,58.1667,22.1167
EELNR,Lounaranna,58.5333,23.3167
EELPN,Leppneeme Kalasadam,59.55,24.8667
EELPS,Lopesuu,58.4833,23.2667
EELSA,Loksa,59.5833,25.7
EELSL,Lohusalu,59.4,24.2167
EELUI,Luige Vaikesadam,58.8667,23.4833
EEMAH,Mahu Sadam,59.5167,23.7167
EEMAN,Manilaiu,59.2167,24.1333
EEMDR,Miiduranna,59.5,24.8167
EEMEH,Mehikoorma Sadam,58.2333,27.4833
EEMIH,Mihkli Sadam,58.7833,26.9833
EEMNI,Manni,58.5167,23.6667
EEMNT,Montu,57.95,22.1333
EEMNV,Montu Vaikelaevade Sadam,57.95,22.1167
EEMRL,Merelaiu,58.3,24.0167
EEMRS,Meeruse,59.45,24.6667
EEMTV,Mustvee,58.85,26.95
EEMUG,Muuga,59.5,24.9667
EEMUN,Munalaiu,58.2333,24.1167
EEMUR,Muratsi Sadam,58.2333,22.5833
EENAI,Naissaare,59.55,24.55
EENAS,Nasva,58.2167,22.4
EENJD,Nasva Joesadam,58.2333,22.3833
EENJS,Narva-Joesuu Sadam,59.4667,28.05
EENME,Neeme,59.5333,25.1667
EENOB,Noblessneri,59.45,24.7333
EENRM,Nurme,59.5833,24.7833
EENST,Naistlaiu Sadam,58.8167,23.0333
EENVA,Nova Sadam,59.25,23.6667
EEOIU,Oiu,58.4,25.9833
EEOMR,Omedu Rand,58.7833,26.9833
EEORI,Orissaare,58.5667,23.1
EEORJ,Orjaku,58.7833,22.7667
EEOSM,Osmussaare Sadam,59.2833,23.4167
EEOST,Osterby,58.9833,23.5167
EEOTI,Oti,59.5667,24.8
EEOTS,Otsa,58.65,27.1667
EEPAA,Paatsalu,58.5167,23.6833
EEPAP,Papissaare Sadam,58.3667,21.9833
EEPAR,Patareisadam,59.45,24.75
EEPAS,Paljassaare,59.45,24.7
EEPHL,Pihelgalaiu,58.45,23.6667
EEPIR,Pirita,59.4667,24.8167
EEPLN,Paldiski Pohjasadam,59.35,24.05
EEPLS,Paldiski Lounasadam,59.3333,24.0833
EEPRE,Piirissaare Sadam,58.3833,27.5167
EEPRI,Peerni,58.25,24.1333
EEPRJ,Purtse Jahisadam,59.4333,26.9833
EEPRK,Purtse Kalasadam,59.4333,26.9833
EEPRL,Prangli Lounasadam,59.6167,25.0
EEPRN,Parnu,58.3833,24.5
EEPRV,Parnu Sadama Vaikesadam,58.3833,24.4833
EEPSM,Pae Sadam,58.4833,23.2667
EEPSV,Paslepa-Viigi Sadam,59.0167,23.4333
EEPUR,Purtse,59.4167,27.0
EEPUS,Pusi,58.6333,27.15
EEPVS,Piirivalvesadam,59.45,24.6667
EERAJ,Raja,58.8333,26.95
EERBS,Rebase Paadisadam,58.3667,26.75
EERGR,Roograhu,59.0,22.8167
EERHK,Rohukula,58.9,23.4333
EERJS,Ristna Jahisadam,58.9167,22.0667
EERLB,Ralby Sadam,59.0333,23.2833
EERLS,Ristna Lounasadam,58.9167,22.0667
EERMS,Roomassaare,58.2167,22.5
EERNG,Ringsu,57.7833,23.2667
EERNM,Rannametsa,58.1167,24.4833
EERNV,Rohuneeme Vaikesadam,59.5667,24.8
EERON,Rohuneeme,59.5667,24.8
EEROO,Roopa,58.2667,21.8667
EERPI,Rapina,58.1333,27.5333
EERST,Ristna,59.2667,23.7333
EERUV,Ruhve,58.3833,23.0333
EERVS,Remniku Vanasadam,59.0167,27.55
EESAM,Salmistu,59.5,25.3667
EESAS,Sassukvere,58.7167,27.1333
EESGS,Saaga Sadam,58.3833,26.9833
EESHL,Suur-Holmi,58.9667,23.5333
EESIG,Sigatsuaru Vaikesadam,58.15,24.0
EESLE,Salme Joesadam,58.1667,22.25
EESLM,Sillamae,59.4167,27.7333
EESLN,Salinomme,58.8333,22.95
EESMA,Saaremaa sadam,58.5333,22.2333
EESNK,Salinomme Kalasadam,58.8333,22.95
EESNP,Salinomme Paadisadam,58.9833,22.95
EESOE,Soela,58.6167,22.6
EESRA,Saarepera,58.1667,27.5
EESRU,Soru,58.7,22.5333
EESRV,Soru Vaikelaevasadam,58.7,22.5167
EESSO,Soo,58.7167,27.1167
EESUA,Suaru,58.1333,24.0167
EESUK,Suaru Kalasadam,58.1333,24.0
EESUL,Suur-Lootsi,59.4667,28.05
EESUR,Suurpea,59.6333,25.6833
EESUS,Suursadam,58.9667,22.9167
EESVI,Sviby,58.9667,23.3167
EESVS,Saastna Vanasadam,58.7333,23.5667
EETAL,Taaliku Sadam,58.6,22.9833
EETGI,Triigi,58.6,22.7167
EETIL,Tilgu,59.45,24.4833
EETJA,Turja Sadam,58.3333,22.9333
EETJS,Tori Joesadam,58.25,22.4667
EETLL,Tallinn,59.4333,24.7333
EETLT,Tuletorni,58.7833,22.7667
EETLV,Talvesadam,58.3833,24.5
EETMA,Tarkma,58.6833,22.6
EETMN,Tammneeme Sadam,59.5167,24.8833
EETOI,Toila,59.4333,27.5333
EETPL,Tapurla,59.6,25.5667
EETRE,Treimani,57.9167,24.3833
EETRU,Turusadam,58.3667,26.7333
EETRV,Tarvastu,58.25,25.9667
EEUIS,Uisusadam,58.55,23.0833
EEURE,Kuressaare,58.25,22.5
EEURG,Urgoru Paadisadam,58.3667,26.9833
EEVAN,Vanasadam,59.45,24.7667
EEVAR,Varssu,58.9333,22.95
EEVDU,Voidu,58.3167,24.0167
EEVEB,Vene-Balti,59.45,24.65
EEVEE,Veere,58.4667,22.05
EEVER,Vergi,58.6,26.1
EEVIK,Vikati Sadam,58.3667,21.8667
EEVIN,Viinistu Sadam,59.65,25.75
EEVIR,Virtsu,58.5833,23.5167
EEVIS,Virtsu Kalasadam,58.5833,23.5167
EEVLR,Valmeranna,58.5,23.2333
EEVNA,Vasknarva,59.0,27.7333
EEVNJ,Varnja Sadam,58.4833,27.25
EEVOI,Voiste,58.2167,24.4667
EEVOK,Voopsu Kulasadam,58.0667,27.55
EEVOP,Voopsu,58.0833,27.55
EEVOS,Vosu,59.5833,25.9667
EEVPA,Vahtrepa Sadam,58.8833,23.0167
EEVPS,Varbla Puhkekula,58.4333,23.6833
EEVRA,Varska Sadam,57.95,27.6167
EEVRI,Varati,58.3167,23.9833
EEVRK,Vorkaia,58.6833,23.2
EEVRS,Varese Sadam,58.5833,22.4
EEVSG,Vana-Sauga Sadam,58.3833,24.4833
EEVTR,Vaike-Turu,58.3833,26.7333
EEVUS,Vasknarva Uussadam,59.0167,27.7333
EEVVM,Veere Vanasadam,58.4667,22.05
EEVVN,Vasknarva Paadisadam,59.0,27.7333
EEVVS,Virtsu Vanasadam,58.5833,23.5667
EEWJS,Westmeri Jahisadam,58.9667,23.5333
EEWST,Westmeri,58.9667,23.5167
EGADA,Al Adabiyah,29.8667,32.4667
EGAGN,Abu Ghosoun,24.45,35.2
EGAKI,Abu Kir,6.1167,105.2833
EGALY,El Iskandariya (Alexandria),31.1833,29.9167
EGAQU,Al Qusayr,26.1,34.2833
EGARY,Al Amriyah,31.5833,30.9667
EGAUE,Abu Rudeis,56.0,10.2333
EGAZA,Abu Zenimah,29.05,33.1
